source_workbook,release_year,table,vehicle_type,manufacture_period,jurisdiction,vehicles
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,NSW,1203692.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,VIC,980586.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,QLD,775499.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,SA,243852.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,WA,378541.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,TAS,70806.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,NT,27685.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,ACT,72410.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2018 - 2023,AUS,3753071.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,NSW,1345812.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,VIC,1179637.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,QLD,862836.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,SA,293552.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,WA,452747.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,TAS,83157.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,NT,27451.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,ACT,83409.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2013 - 2017,AUS,4328601.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,NSW,964621.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,VIC,908056.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,QLD,682984.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,SA,254758.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,WA,411751.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,TAS,74734.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,NT,21610.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,ACT,60970.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2008 - 2012,AUS,3379484.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,NSW,640719.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,VIC,606577.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,QLD,480630.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,SA,200917.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,WA,285363.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,TAS,65857.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,NT,13587.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,ACT,35562.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,2003 - 2007,AUS,2329212.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,NSW,382356.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,VIC,393930.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,QLD,318034.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,SA,171760.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,WA,179550.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,TAS,57521.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,NT,8210.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,ACT,19834.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Passenger vehicles,To 2002,AUS,1531195.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,NSW,4494.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,VIC,3836.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,QLD,3770.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,SA,382.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,WA,18.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,TAS,518.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,NT,12.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,ACT,82.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2018 - 2023,AUS,13112.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,NSW,4318.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,VIC,2973.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,QLD,3409.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,SA,516.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,WA,88.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,TAS,546.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,NT,17.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,ACT,117.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2013 - 2017,AUS,11984.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,NSW,5885.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,VIC,3872.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,QLD,3769.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,SA,496.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,WA,198.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,TAS,712.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,NT,15.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,ACT,155.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2008 - 2012,AUS,15102.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,NSW,9071.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,VIC,7253.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,QLD,6682.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,SA,1125.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,WA,796.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,TAS,1031.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,NT,42.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,ACT,246.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,2003 - 2007,AUS,26246.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,NSW,7529.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,VIC,6259.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,QLD,9216.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,SA,1147.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,WA,856.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,TAS,3035.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,NT,24.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,ACT,246.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Campervans,To 2002,AUS,28312.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,NSW,324227.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,VIC,254013.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,QLD,282698.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,SA,70893.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,WA,126260.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,TAS,28228.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,NT,14914.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,ACT,12557.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2018 - 2023,AUS,1113790.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,NSW,285664.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,VIC,219357.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,QLD,253063.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,SA,62505.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,WA,111328.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,TAS,27561.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,NT,13656.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,ACT,11172.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2013 - 2017,AUS,984306.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,NSW,198756.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,VIC,164343.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,QLD,205844.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,SA,51603.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,WA,99788.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,TAS,24405.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,NT,10042.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,ACT,7320.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2008 - 2012,AUS,762101.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,NSW,131587.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,VIC,116502.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,QLD,150344.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,SA,37402.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,WA,70871.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,TAS,21218.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,NT,6595.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,ACT,4554.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,2003 - 2007,AUS,539073.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,NSW,123555.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,VIC,118096.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,QLD,138975.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,SA,42687.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,WA,69037.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,TAS,29654.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,NT,5101.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,ACT,3668.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light commercial vehicles,To 2002,AUS,530773.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,NSW,24136.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,VIC,18602.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,QLD,15903.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,SA,3923.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,WA,6226.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,TAS,1289.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,NT,579.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,ACT,807.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2018 - 2023,AUS,71465.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,NSW,16631.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,VIC,12315.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,QLD,9437.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,SA,2504.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,WA,4256.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,TAS,868.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,NT,341.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,ACT,455.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2013 - 2017,AUS,46807.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,NSW,10005.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,VIC,7827.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,QLD,6839.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,SA,1831.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,WA,3511.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,TAS,666.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,NT,331.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,ACT,235.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2008 - 2012,AUS,31245.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,NSW,8260.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,VIC,6313.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,QLD,7407.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,SA,1674.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,WA,3398.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,TAS,709.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,NT,320.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,ACT,194.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,2003 - 2007,AUS,28275.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,NSW,8786.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,VIC,5056.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,QLD,7631.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,SA,1413.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,WA,2645.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,TAS,1072.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,NT,363.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,ACT,180.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Light rigid trucks,To 2002,AUS,27146.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,NSW,22611.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,VIC,18680.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,QLD,17505.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,SA,5005.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,WA,9543.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,TAS,1681.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,NT,859.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,ACT,477.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2018 - 2023,AUS,76361.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,NSW,20333.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,VIC,15722.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,QLD,14166.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,SA,3926.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,WA,7857.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,TAS,1505.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,NT,853.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,ACT,406.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2013 - 2017,AUS,64768.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,NSW,17540.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,VIC,14421.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,QLD,13192.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,SA,3809.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,WA,11180.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,TAS,1443.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,NT,1014.0
BITRE-Road-Vehicles-Australia-January-2023-Re-Issue.xlsx,2023,Table 6,Heavy rigid trucks,2008 - 2012,ACT,314.0
