source_workbook,release_year,table,vehicle_type,manufacture_period,jurisdiction,vehicles
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,WA,8123.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,TAS,1578.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,NT,798.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,ACT,260.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,2002 - 2006,AUS,58403.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,NSW,27338.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,VIC,27904.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,QLD,21682.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,SA,9333.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,WA,21048.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,TAS,4017.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,NT,1200.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,ACT,244.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Heavy rigid trucks,To 2001a,AUS,112766.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,NSW,7488.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,VIC,9678.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,QLD,7270.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,SA,2479.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,WA,3756.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,TAS,607.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,NT,254.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,ACT,37.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2017 - 2022,AUS,31569.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,NSW,6135.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,VIC,7026.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,QLD,5568.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,SA,2146.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,WA,3847.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,TAS,523.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,NT,285.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,ACT,55.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2012 - 2016,AUS,25585.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,NSW,4854.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,VIC,5369.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,QLD,4494.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,SA,1874.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,WA,3634.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,TAS,382.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,NT,288.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,ACT,40.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2007 - 2011,AUS,20935.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,NSW,3810.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,VIC,4239.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,QLD,3488.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,SA,1420.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,WA,2995.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,TAS,350.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,NT,214.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,ACT,38.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,2002 - 2006,AUS,16554.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,NSW,4507.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,VIC,6323.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,QLD,4247.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,SA,1898.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,WA,3426.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,TAS,343.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,NT,244.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,ACT,19.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Articulated trucks,To 2001a,AUS,21007.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,NSW,1971.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,VIC,2444.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,QLD,1445.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,SA,1221.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,WA,1464.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,TAS,216.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,NT,88.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,ACT,43.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2017 - 2022,AUS,8892.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,NSW,1355.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,VIC,2440.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,QLD,1538.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,SA,779.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,WA,1563.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,TAS,152.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,NT,71.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,ACT,37.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2012 - 2016,AUS,7935.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,NSW,1261.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,VIC,1920.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,QLD,1396.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,SA,610.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,WA,1521.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,TAS,185.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,NT,89.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,ACT,49.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2007 - 2011,AUS,7031.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,NSW,953.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,VIC,1401.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,QLD,871.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,SA,443.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,WA,867.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,TAS,178.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,NT,48.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,ACT,25.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,2002 - 2006,AUS,4786.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,NSW,1174.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,VIC,2711.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,QLD,1139.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,SA,727.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,WA,1654.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,TAS,302.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,NT,95.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,ACT,13.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Non-freight-carrying vehicles,To 2001a,AUS,7815.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,NSW,5947.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,VIC,4489.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,QLD,4650.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,SA,1310.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,WA,3869.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,TAS,556.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,NT,759.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,ACT,307.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2017 - 2022,AUS,21887.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,NSW,6050.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,VIC,4542.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,QLD,4973.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,SA,1409.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,WA,3668.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,TAS,525.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,NT,680.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,ACT,253.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2012 - 2016,AUS,22100.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,NSW,7274.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,VIC,4684.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,QLD,5706.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,SA,1386.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,WA,3535.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,TAS,639.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,NT,634.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,ACT,248.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2007 - 2011,AUS,24106.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,NSW,3371.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,VIC,2905.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,QLD,2900.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,SA,920.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,WA,1657.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,TAS,411.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,NT,295.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,ACT,133.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,2002 - 2006,AUS,12592.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,NSW,3614.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,VIC,3525.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,QLD,2960.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,SA,1173.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,WA,2314.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,TAS,831.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,NT,235.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,ACT,130.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Buses,To 2001a,AUS,14782.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,NSW,88028.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,VIC,50996.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,QLD,56696.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,SA,14667.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,WA,21581.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,TAS,3995.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,NT,1973.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,ACT,3833.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2017 - 2022,AUS,241769.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,NSW,76219.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,VIC,47547.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,QLD,58500.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,SA,14395.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,WA,31305.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,TAS,5105.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,NT,1756.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,ACT,3665.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2012 - 2016,AUS,238492.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,NSW,55942.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,VIC,42077.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,QLD,47782.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,SA,13282.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,WA,30780.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,TAS,4962.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,NT,1134.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,ACT,2877.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2007 - 2011,AUS,198836.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,NSW,31218.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,VIC,26084.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,QLD,30709.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,SA,7915.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,WA,16608.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,TAS,3060.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,NT,518.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,ACT,1580.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,2002 - 2006,AUS,117692.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,NSW,30168.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,VIC,35797.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,QLD,35183.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,SA,11613.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,WA,25179.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,TAS,3374.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,NT,543.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,ACT,1810.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Motorcycles,To 2001a,AUS,143667.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,NSW,1742715.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,VIC,1384872.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,QLD,1166319.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,SA,351529.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,WA,543840.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,TAS,108752.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,NT,46916.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,ACT,95319.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2017 - 2022,AUS,5440262.0
BITRE-Road-Vehicles-Australia-January-2022-Re-Issue.xlsx,2022,Table 6,Total motor vehicles,2012 - 2016,NSW,1722053.0
