source_workbook,release_year,table,jurisdiction,year,motive_power,vehicles
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,diesel,1563982.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,dual_fuel,14800.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,hybrid_electric,95896.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,battery_fuel_cell_electric,36280.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,other,3646.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2024,total,4754324.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,petrol,3042238.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,diesel,1638716.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,dual_fuel,13227.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,hybrid_electric,139333.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,battery_fuel_cell_electric,55661.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,other,3289.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,QLD,2025,total,4892464.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,petrol,1109815.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,diesel,402606.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,dual_fuel,4563.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,hybrid_electric,27013.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,battery_fuel_cell_electric,3880.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,other,4479.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2023,total,1552356.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,petrol,1116749.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,diesel,426326.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,dual_fuel,4298.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,hybrid_electric,34682.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,battery_fuel_cell_electric,8595.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,other,4197.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2024,total,1594847.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,petrol,1116077.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,diesel,445950.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,dual_fuel,3971.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,hybrid_electric,48818.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,battery_fuel_cell_electric,13854.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,other,3826.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,SA,2025,total,1632496.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,petrol,1595348.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,diesel,775168.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,dual_fuel,17609.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,hybrid_electric,36289.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,battery_fuel_cell_electric,8316.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,other,4670.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2023,total,2437400.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,petrol,1619748.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,diesel,822093.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,dual_fuel,15948.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,hybrid_electric,49502.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,battery_fuel_cell_electric,17253.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,other,4276.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2024,total,2528820.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,petrol,1633579.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,diesel,866446.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,dual_fuel,14432.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,hybrid_electric,74991.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,battery_fuel_cell_electric,27756.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,other,3922.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,WA,2025,total,2621126.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,petrol,355730.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,diesel,165805.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,dual_fuel,187.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,hybrid_electric,6798.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,battery_fuel_cell_electric,1621.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,other,2096.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2023,total,532237.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,petrol,354592.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,diesel,172736.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,dual_fuel,179.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,hybrid_electric,8507.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,battery_fuel_cell_electric,3286.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,other,1922.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2024,total,541222.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,petrol,351987.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,diesel,179332.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,dual_fuel,174.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,hybrid_electric,11994.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,battery_fuel_cell_electric,4617.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,other,1743.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,TAS,2025,total,549847.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,petrol,90498.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,diesel,72066.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,dual_fuel,319.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,hybrid_electric,2909.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,battery_fuel_cell_electric,227.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,other,40.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2023,total,166059.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,petrol,89158.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,diesel,74947.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,dual_fuel,288.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,hybrid_electric,3707.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,battery_fuel_cell_electric,542.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,other,38.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2024,total,168680.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,petrol,87466.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,diesel,76690.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,dual_fuel,256.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,hybrid_electric,5671.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,battery_fuel_cell_electric,873.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,other,33.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,NT,2025,total,170989.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,petrol,250402.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,diesel,67001.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,dual_fuel,813.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,hybrid_electric,9375.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,battery_fuel_cell_electric,3204.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,other,643.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2023,total,331438.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,petrol,249759.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,diesel,68396.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,dual_fuel,663.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,hybrid_electric,11784.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,battery_fuel_cell_electric,6686.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,other,590.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2024,total,337878.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,petrol,247383.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,diesel,69327.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,dual_fuel,554.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,hybrid_electric,16348.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,battery_fuel_cell_electric,10244.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,other,524.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,ACT,2025,total,344380.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,petrol,14542497.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,diesel,5993410.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,dual_fuel,117552.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,hybrid_electric,367435.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,battery_fuel_cell_electric,78877.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,other,61413.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2023,total,21161184.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,petrol,14630945.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,diesel,6292700.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,dual_fuel,105744.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,hybrid_electric,485869.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,battery_fuel_cell_electric,168006.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,other,56781.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2024,total,21740045.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,petrol,14632710.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,diesel,6555770.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,dual_fuel,96183.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,hybrid_electric,709132.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,battery_fuel_cell_electric,259692.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,other,51860.0
BITRE-Road-Vehicles-Australia-January-2025.xlsx,2025,Table 5,AUS,2025,total,22305347.0
