year,dependence,scenario_family,lever,weak_alignment_probability,low_uptake_shortfall,renewable_shortfall,fossil_excess,emissions_excess,activity_excess
2027,gaussian,stress_tail,renewable_push,0.0,0.31179148493840403,0.14163169970876346,0.5943888191211893,0.2712261521241816,0.4730193802579024
2027,gaussian,stress_tail,fossil_reduction,0.0,0.31179148493840403,0.4564591672590956,0.3491935098518337,0.24369432504836872,0.4730193802579024
2027,gaussian,stress_tail,balanced_package,0.0,0.13485068541777936,0.231582404723144,0.4362942244324244,0.24369432504836872,0.4730193802579024
2027,gaussian,stress_tail,delay_case,0.0,0.3235749193791411,0.4765577572303344,0.61093206339573,0.3912261521241814,0.4730193802579024
2028,gaussian,stress_tail,none,0.0,0.31220439288094864,0.4574580821041841,0.5944424366044687,0.3806642512083826,0.47279222393956627
2028,gaussian,stress_tail,uptake_push,0.23805,0.07033557832781641,0.4574580821041841,0.4634800866370926,0.3806642512083826,0.47279222393956627
2028,gaussian,stress_tail,renewable_push,0.0,0.31220439288094864,0.14228099435807087,0.5944424366044687,0.2706196480114175,0.47279222393956627
2028,gaussian,stress_tail,fossil_reduction,0.0,0.31220439288094864,0.4574580821041841,0.3492670747581307,0.24310849721217664,0.47279222393956627
2028,gaussian,stress_tail,balanced_package,0.0,0.1352049683135519,0.23233159085696056,0.43637315108705355,0.24310849721217664,0.47279222393956627
2028,gaussian,stress_tail,delay_case,0.0,0.3239275467026088,0.4773568891064051,0.6110136709245239,0.3906196480114176,0.47279222393956627
2029,gaussian,stress_tail,none,0.0,0.3121296105857743,0.458308140981716,0.594804935309194,0.38088665015854584,0.4731394828895556
2029,gaussian,stress_tail,uptake_push,0.23285,0.07023469443573285,0.458308140981716,0.46372971180065214,0.38088665015854584,0.4731394828895556
2029,gaussian,stress_tail,renewable_push,0.0,0.3121296105857743,0.14283353262846685,0.594804935309194,0.2708153590875612,0.4731394828895556
2029,gaussian,stress_tail,fossil_reduction,0.0,0.3121296105857743,0.458308140981716,0.3494910589924922,0.2432975363198155,0.4731394828895556
2029,gaussian,stress_tail,balanced_package,0.0,0.13511891800012613,0.23296913501510935,0.4366333851918862,0.2432975363198155,0.4731394828895556
2029,gaussian,stress_tail,delay_case,0.0,0.3238527390704468,0.4780369362084308,0.6112920299645926,0.3908153590875613,0.4731394828895556
2030,gaussian,stress_tail,none,0.0,0.31170414911860117,0.4567010772153699,0.5946321704118186,0.38059261286518387,0.47314751360067236
