year,dependence,scenario_family,lever,n_samples,mean_loss,p90_loss,cvar90_loss,p95_loss,cvar95_loss,weak_alignment_probability,fossil_persistence_probability,emissions_pressure_probability,activity_pressure_probability
2030,gaussian,conservative,balanced_package,20000,0.17000770151514738,0.2778259648620509,0.3048733961480742,0.30060832728401643,0.3210711732810158,0.26825,0.99755,0.7979,1.0
2030,gaussian,conservative,delay_case,20000,0.2567584177563088,0.3261347055491697,0.34882777981354807,0.34392425371546137,0.36324468770337903,0.0,1.0,1.0,1.0
2026,gaussian,stress_tail,none,20000,0.373409938174233,0.4184296491537318,0.43052591417114583,0.4285348350089164,0.43795546221450754,0.0,1.0,1.0,1.0
2026,gaussian,stress_tail,uptake_push,20000,0.33378433397445406,0.43306757075850005,0.4525991839562367,0.45059871411257935,0.46385222843846613,0.233,1.0,1.0,1.0
2026,gaussian,stress_tail,renewable_push,20000,0.30411050946702606,0.34472276595601886,0.3560210572032108,0.3542570336270155,0.3629301593884899,0.0,1.0,1.0,1.0
2026,gaussian,stress_tail,fossil_reduction,20000,0.2968614693819971,0.3371281842995171,0.3477345519391101,0.34589832317811614,0.3541500641864916,0.0,1.0,1.0,1.0
2026,gaussian,stress_tail,balanced_package,20000,0.24510178063808097,0.2825587450314844,0.29263956939748365,0.29098314922838553,0.29888133250317345,0.0,1.0,1.0,1.0
2026,gaussian,stress_tail,delay_case,20000,0.38403360956566507,0.42304191637616406,0.43354871407456125,0.43181793967302007,0.4400552856545309,0.0,1.0,1.0,1.0
2027,gaussian,stress_tail,none,20000,0.37327756601205964,0.4179208865660912,0.43011815795266034,0.4279807357359325,0.4375584844319198,0.0,1.0,1.0,1.0
2027,gaussian,stress_tail,uptake_push,20000,0.33368310222795516,0.43225806963788904,0.45218629603176635,0.4500360184714593,0.4635905431950051,0.2331,1.0,1.0,1.0
2027,gaussian,stress_tail,renewable_push,20000,0.30402798421885974,0.34464731510688335,0.3556761172425522,0.3537522874766499,0.36242516200817115,0.0,1.0,1.0,1.0
2027,gaussian,stress_tail,fossil_reduction,20000,0.29670667708237586,0.33667147002240916,0.34738500379491355,0.34577723242110414,0.3538470959928999,0.0,1.0,1.0,1.0
2027,gaussian,stress_tail,balanced_package,20000,0.2450071457139764,0.2820862046523095,0.29230881695271,0.29043514926758074,0.29849107844380784,0.0,1.0,1.0,1.0
