year,dependence,scenario_family,weight_scheme,threshold_mode,cvar_level,mean_loss,p_tail_loss,cvar_loss
2027,independent,conservative,fossil_heavy,strict,0.9,0.35411854557975314,0.43849041239712144,0.4646788915397119
2027,independent,conservative,fossil_heavy,strict,0.95,0.35411854557975314,0.4594977268075356,0.48109675117730033
2028,independent,conservative,baseline,lenient,0.9,0.15080267351509258,0.2633623814650944,0.3002912250840195
2028,independent,conservative,baseline,lenient,0.95,0.15080267351509258,0.29419984776637137,0.32208326159755424
2028,independent,conservative,equal,lenient,0.9,0.15320427384672158,0.2813327747199107,0.31936847557490833
2028,independent,conservative,equal,lenient,0.95,0.15320427384672158,0.31349738371747604,0.3414138478042528
2028,independent,conservative,uptake_heavy,lenient,0.9,0.14057236389480357,0.21523117996326996,0.24128765557479376
2028,independent,conservative,uptake_heavy,lenient,0.95,0.14057236389480357,0.23567661421026445,0.2579978614207138
2028,independent,conservative,grid_emissions_heavy,lenient,0.9,0.14640190918826956,0.23842357721462493,0.27219321480729525
2028,independent,conservative,grid_emissions_heavy,lenient,0.95,0.14640190918826956,0.2644221253627246,0.2938102629595746
2028,independent,conservative,fossil_heavy,lenient,0.9,0.1573962674118391,0.2494813014727449,0.28553590172368215
2028,independent,conservative,fossil_heavy,lenient,0.95,0.1573962674118391,0.2774878031576822,0.3088196402499639
2028,independent,conservative,baseline,baseline,0.9,0.22753284989399047,0.2957363274042228,0.3183017906849936
2028,independent,conservative,baseline,baseline,0.95,0.22753284989399047,0.31303306563301714,0.3329905184973461
2028,independent,conservative,equal,baseline,0.9,0.22511767528544768,0.2939133146274877,0.31718230244581275
2028,independent,conservative,equal,baseline,0.95,0.22511767528544768,0.31216349075591704,0.3319270106218195
2028,independent,conservative,uptake_heavy,baseline,0.9,0.22629960621477502,0.29117753180262246,0.31389384836075546
2028,independent,conservative,uptake_heavy,baseline,0.95,0.22629960621477502,0.3089535150195339,0.3283818932981448
2028,independent,conservative,grid_emissions_heavy,baseline,0.9,0.23270111650105318,0.3150027577443298,0.3399707476307095
2028,independent,conservative,grid_emissions_heavy,baseline,0.95,0.23270111650105318,0.33555376054749375,0.3552295805412608
2028,independent,conservative,fossil_heavy,baseline,0.9,0.2586023682068475,0.3433601765472506,0.37005677919958185
2028,independent,conservative,fossil_heavy,baseline,0.95,0.2586023682068475,0.3643126384229316,0.38703309794878715
2028,independent,conservative,baseline,strict,0.9,0.32641580353161376,0.39461928104184607,0.4171847443226169
2028,independent,conservative,baseline,strict,0.95,0.32641580353161376,0.4119160192706404,0.43187347213496935
2028,independent,conservative,equal,strict,0.9,0.3209680063438249,0.38976364568586497,0.41303263350419
2028,independent,conservative,equal,strict,0.95,0.3209680063438249,0.40801382181429424,0.4277773416801967
2028,independent,conservative,uptake_heavy,strict,0.9,0.3382849227796522,0.4031628483674996,0.4258791649256326
2028,independent,conservative,uptake_heavy,strict,0.95,0.3382849227796522,0.42093883158441103,0.440367209863022
2028,independent,conservative,grid_emissions_heavy,strict,0.9,0.3413992389727032,0.4237008802159798,0.44866887010235945
2028,independent,conservative,grid_emissions_heavy,strict,0.95,0.3413992389727032,0.4442518830191437,0.46392770301291075
2028,independent,conservative,fossil_heavy,strict,0.9,0.3545654877689588,0.43932329610936194,0.4660198987616932
2028,independent,conservative,fossil_heavy,strict,0.95,0.3545654877689588,0.4602757579850429,0.48299621751089855
2029,independent,conservative,baseline,lenient,0.9,0.15223133470161002,0.26648767499418907,0.30438118893886995
2029,independent,conservative,baseline,lenient,0.95,0.15223133470161002,0.29929892087354104,0.3266338192292691
2029,independent,conservative,equal,lenient,0.9,0.15484834943152564,0.28490072909626524,0.3231827896364779
2029,independent,conservative,equal,lenient,0.95,0.15484834943152564,0.31768741488431923,0.345468135927866
2029,independent,conservative,uptake_heavy,lenient,0.9,0.14159620150802535,0.21633996494138602,0.24396684188906365
2029,independent,conservative,uptake_heavy,lenient,0.95,0.14159620150802535,0.23857560355899476,0.26136918115821256
2029,independent,conservative,grid_emissions_heavy,lenient,0.9,0.1474063557126271,0.24054530416512748,0.27626056848860336
2029,independent,conservative,grid_emissions_heavy,lenient,0.95,0.1474063557126271,0.26977048585940433,0.29874201526637706
2029,independent,conservative,fossil_heavy,lenient,0.9,0.1584447140885794,0.2514878129613725,0.2887586295328407
2029,independent,conservative,fossil_heavy,lenient,0.95,0.1584447140885794,0.2806818334580086,0.3131852595461919
2029,independent,conservative,baseline,baseline,0.9,0.22770281872490777,0.2957008552967888,0.31860286878517835
2029,independent,conservative,baseline,baseline,0.95,0.22770281872490777,0.3138186043097007,0.3329965774843091
2029,independent,conservative,equal,baseline,0.9,0.2254021068058969,0.29387985507121206,0.31703287947190234
2029,independent,conservative,equal,baseline,0.95,0.2254021068058969,0.31223266358804846,0.331553579429964
