source_workbook,sheet,geography,period_type,period,fuel_type,fuel_group,generation_gwh,is_estimate
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1999-00,total renewable,subtotal_renewable,17955.5,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2000-01,total renewable,subtotal_renewable,17838.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2001-02,total renewable,subtotal_renewable,17426.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2002-03,total renewable,subtotal_renewable,18835.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2003-04,total renewable,subtotal_renewable,18904.2,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2004-05,total renewable,subtotal_renewable,20405.5,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2005-06,total renewable,subtotal_renewable,21744.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2006-07,total renewable,subtotal_renewable,21186.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2007-08,total renewable,subtotal_renewable,19869.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2008-09,total renewable,subtotal_renewable,18644.497,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2009-10,total renewable,subtotal_renewable,21803.109,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2010-11,total renewable,subtotal_renewable,26524.291,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2011-12,total renewable,subtotal_renewable,26655.975,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2012-13,total renewable,subtotal_renewable,33199.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2013-14,total renewable,subtotal_renewable,36588.684,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2014-15,total renewable,subtotal_renewable,34035.653,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2015-16,total renewable,subtotal_renewable,38146.048,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2016-17,total renewable,subtotal_renewable,40454.576,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2017-18,total renewable,subtotal_renewable,44642.84,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2018-19,total renewable,subtotal_renewable,52023.636,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2019-20,total renewable,subtotal_renewable,59930.342,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2020-21,total renewable,subtotal_renewable,70798.19,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2021-22,total renewable,subtotal_renewable,83995.568,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2022-23,total renewable,subtotal_renewable,92588.725,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2023-24,total renewable,subtotal_renewable,96957.669,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2024-25,total renewable,subtotal_renewable,105923.846,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1989-90,total,total,154708.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1990-91,total,total,156599.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1991-92,total,total,159328.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1992-93,total,total,163473.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1993-94,total,total,167292.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1994-95,total,total,172993.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1995-96,total,total,177456.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1996-97,total,total,182798.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1997-98,total,total,195161.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1998-99,total,total,203781.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,1999-00,total,total,210018.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2000-01,total,total,223640.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2001-02,total,total,224870.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2002-03,total,total,222120.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2003-04,total,total,229784.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2004-05,total,total,228649.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2005-06,total,total,232829.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2006-07,total,total,243152.5,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2007-08,total,total,243217.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2008-09,total,total,243944.697,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2009-10,total,total,249290.509,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2010-11,total,total,250861.691,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2011-12,total,total,249651.975,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2012-13,total,total,247763.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2013-14,total,total,249036.579,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2014-15,total,total,252390.815,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2015-16,total,total,257428.582,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2016-17,total,total,258016.968,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2017-18,total,total,261056.102,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2018-19,total,total,264026.741,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2019-20,total,total,265178.199,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2020-21,total,total,265554.452,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2021-22,total,total,271531.588,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2022-23,total,total,273951.343,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2023-24,total,total,278812.083,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,AUS FY,AUS,financial_year,2024-25,total,total,282398.053,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,black coal,non_renewable,67650.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,black coal,non_renewable,64398.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,black coal,non_renewable,60732.2,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,black coal,non_renewable,60453.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,black coal,non_renewable,56798.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,black coal,non_renewable,55819.495,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,black coal,non_renewable,52562.2,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,black coal,non_renewable,55334.499,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,black coal,non_renewable,55967.139,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,black coal,non_renewable,57022.151,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,black coal,non_renewable,57734.932,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,black coal,non_renewable,53566.67,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,black coal,non_renewable,50790.813,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,black coal,non_renewable,46958.795,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,black coal,non_renewable,45602.768,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,black coal,non_renewable,44885.907,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,black coal,non_renewable,43704.366,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,natural gas,non_renewable,2445.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,natural gas,non_renewable,4681.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,natural gas,non_renewable,4742.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,natural gas,non_renewable,4212.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,natural gas,non_renewable,5168.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,natural gas,non_renewable,5528.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,natural gas,non_renewable,4528.39,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,natural gas,non_renewable,4628.561,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,natural gas,non_renewable,3330.808,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,natural gas,non_renewable,3045.834,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,natural gas,non_renewable,2360.324,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,natural gas,non_renewable,2870.937,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,natural gas,non_renewable,1903.206,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,natural gas,non_renewable,3210.705,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,natural gas,non_renewable,2497.562,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,natural gas,non_renewable,2159.23,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,natural gas,non_renewable,2398.029,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,oil products,non_renewable,24.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,oil products,non_renewable,5.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,oil products,non_renewable,61.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,oil products,non_renewable,42.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,oil products,non_renewable,190.9,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,oil products,non_renewable,170.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,oil products,non_renewable,284.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,oil products,non_renewable,289.533,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,oil products,non_renewable,321.55,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,oil products,non_renewable,324.365,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,oil products,non_renewable,322.563,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,oil products,non_renewable,337.29,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,oil products,non_renewable,340.577,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,oil products,non_renewable,458.081,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,oil products,non_renewable,389.558,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,oil products,non_renewable,590.955,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,oil products,non_renewable,576.636,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,total non-renewable,subtotal_non_renewable,70120.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,total non-renewable,subtotal_non_renewable,69085.5,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,total non-renewable,subtotal_non_renewable,65536.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,total non-renewable,subtotal_non_renewable,64707.9,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,total non-renewable,subtotal_non_renewable,62158.2,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,total non-renewable,subtotal_non_renewable,61518.495,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,total non-renewable,subtotal_non_renewable,57374.89,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,total non-renewable,subtotal_non_renewable,60252.593,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,total non-renewable,subtotal_non_renewable,59619.497,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,total non-renewable,subtotal_non_renewable,60392.35,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,total non-renewable,subtotal_non_renewable,60417.819,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,total non-renewable,subtotal_non_renewable,56774.898,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,total non-renewable,subtotal_non_renewable,53034.595,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,total non-renewable,subtotal_non_renewable,50627.581,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,total non-renewable,subtotal_non_renewable,48489.888,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,total non-renewable,subtotal_non_renewable,47636.092,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,total non-renewable,subtotal_non_renewable,46679.031,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,"bagasse, wood",renewable,291.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,"bagasse, wood",renewable,295.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,"bagasse, wood",renewable,253.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,"bagasse, wood",renewable,413.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,"bagasse, wood",renewable,425.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,"bagasse, wood",renewable,461.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,"bagasse, wood",renewable,551.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,"bagasse, wood",renewable,601.734,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,"bagasse, wood",renewable,696.468,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,"bagasse, wood",renewable,764.985,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,"bagasse, wood",renewable,758.832,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,"bagasse, wood",renewable,716.2,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,"bagasse, wood",renewable,686.098,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,"bagasse, wood",renewable,568.338,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,"bagasse, wood",renewable,580.955,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,"bagasse, wood",renewable,616.879,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,"bagasse, wood",renewable,621.757,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,biogas,renewable,383.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,biogas,renewable,385.8,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,biogas,renewable,360.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,biogas,renewable,408.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,biogas,renewable,413.4,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,biogas,renewable,420.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,biogas,renewable,472.1,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,biogas,renewable,444.606,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,biogas,renewable,406.21,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,biogas,renewable,424.375,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,biogas,renewable,418.791,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,biogas,renewable,387.435,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,biogas,renewable,411.044,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,biogas,renewable,398.533,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,biogas,renewable,411.396,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,biogas,renewable,423.59,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,biogas,renewable,462.762,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,wind,renewable,41.3,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,wind,renewable,432.5,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,wind,renewable,530.091,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,wind,renewable,697.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,wind,renewable,832.6,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,wind,renewable,899.202,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,wind,renewable,1376.0,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,wind,renewable,1898.787,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,wind,renewable,1872.027,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,wind,renewable,2431.628,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,wind,renewable,3739.737,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,wind,renewable,4574.26,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,wind,renewable,4805.916,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,wind,renewable,5973.429,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,wind,renewable,6210.924,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,wind,renewable,5892.994,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,wind,renewable,7419.461,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2008-09,hydro,renewable,1496.977,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2009-10,hydro,renewable,2689.526,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2010-11,hydro,renewable,2474.878,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2011-12,hydro,renewable,2446.925,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2012-13,hydro,renewable,3298.089,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,hydro,renewable,2721.109,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,hydro,renewable,1770.988,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2015-16,hydro,renewable,3170.201,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2016-17,hydro,renewable,3290.647,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2017-18,hydro,renewable,2915.519,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2018-19,hydro,renewable,2160.284,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2019-20,hydro,renewable,2110.053,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2020-21,hydro,renewable,2964.239,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2021-22,hydro,renewable,3315.523,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2022-23,hydro,renewable,3752.077,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2023-24,hydro,renewable,3148.196,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2024-25,hydro,renewable,3077.198,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2013-14,large-scale solar pv,renewable,10.635,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW FY,NSW,financial_year,2014-15,large-scale solar pv,renewable,60.176,false
