source_workbook,sheet,geography,period_type,period,fuel_type,fuel_group,generation_gwh,is_estimate
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,black coal,non_renewable,57245.353,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,black coal,non_renewable,56546.18,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,black coal,non_renewable,52454.7,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,black coal,non_renewable,49145.905,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,black coal,non_renewable,46030.606,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,black coal,non_renewable,43424.672,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,black coal,non_renewable,45798.855,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,black coal,non_renewable,42557.421,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,natural gas,non_renewable,4929.714,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,natural gas,non_renewable,3538.702,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,natural gas,non_renewable,3882.369,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,natural gas,non_renewable,2282.651,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,natural gas,non_renewable,2924.32,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,natural gas,non_renewable,1934.844,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,natural gas,non_renewable,1779.737,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,natural gas,non_renewable,3518.095,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,natural gas,non_renewable,2271.029,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,natural gas,non_renewable,2280.728,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,natural gas,non_renewable,2540.717,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,oil products,non_renewable,290.437,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,oil products,non_renewable,311.953,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,oil products,non_renewable,329.136,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,oil products,non_renewable,327.75,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,oil products,non_renewable,335.806,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,oil products,non_renewable,338.689,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,oil products,non_renewable,399.329,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,oil products,non_renewable,424.552,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,oil products,non_renewable,490.303,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,oil products,non_renewable,584.045,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,oil products,non_renewable,576.426,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,total non-renewable,subtotal_non_renewable,59748.384,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,total non-renewable,subtotal_non_renewable,57961.691,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,total non-renewable,subtotal_non_renewable,61673.365,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,total non-renewable,subtotal_non_renewable,59855.753,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,total non-renewable,subtotal_non_renewable,59806.306,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,total non-renewable,subtotal_non_renewable,54728.233,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,total non-renewable,subtotal_non_renewable,51324.971,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,total non-renewable,subtotal_non_renewable,49973.253,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,total non-renewable,subtotal_non_renewable,46186.005,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,total non-renewable,subtotal_non_renewable,48663.628,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,total non-renewable,subtotal_non_renewable,45674.564,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,biomass,renewable,1027.223,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,biomass,renewable,1051.008,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,biomass,renewable,1134.505,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,biomass,renewable,1167.289,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,biomass,renewable,1124.465,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,biomass,renewable,1086.789,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,biomass,renewable,1013.728,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,biomass,renewable,954.682,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,biomass,renewable,996.021,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,biomass,renewable,1072.351,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,biomass,renewable,1038.141,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,wind,renewable,1722.065,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,wind,renewable,2064.486,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,wind,renewable,1944.92,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,wind,renewable,3123.177,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,wind,renewable,4400.043,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,wind,renewable,4604.666,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,wind,renewable,5366.865,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,wind,renewable,6147.571,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,wind,renewable,5799.556,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,wind,renewable,6618.806,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,wind,renewable,7949.39,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,hydro,renewable,2145.24,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,hydro,renewable,3964.486,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,hydro,renewable,2271.424,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,hydro,renewable,3150.388,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,hydro,renewable,2010.814,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,hydro,renewable,2399.831,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,hydro,renewable,2911.564,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,hydro,renewable,3976.32,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,hydro,renewable,3745.743,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,hydro,renewable,3026.837,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,hydro,renewable,2681.544,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,large-scale solar pv,renewable,228.215,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,large-scale solar pv,renewable,507.282,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,large-scale solar pv,renewable,633.473,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,large-scale solar pv,renewable,1073.584,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,large-scale solar pv,renewable,1731.894,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,large-scale solar pv,renewable,2603.635,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,large-scale solar pv,renewable,3803.015,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,large-scale solar pv,renewable,5347.885,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,large-scale solar pv,renewable,6794.528,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,large-scale solar pv,renewable,7692.19,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,large-scale solar pv,renewable,9005.375,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,small-scale solar pv,renewable,1343.755,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,small-scale solar pv,renewable,1577.049,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,small-scale solar pv,renewable,1876.089,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,small-scale solar pv,renewable,2382.153,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,small-scale solar pv,renewable,2962.442,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,small-scale solar pv,renewable,3974.672,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,small-scale solar pv,renewable,5492.104,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,small-scale solar pv,renewable,6704.074,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,small-scale solar pv,renewable,8067.912,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,small-scale solar pv,renewable,9542.804,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,small-scale solar pv,renewable,10692.993,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,total renewable,subtotal_renewable,6466.497,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,total renewable,subtotal_renewable,9164.311,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,total renewable,subtotal_renewable,7860.412,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,total renewable,subtotal_renewable,10896.592,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,total renewable,subtotal_renewable,12229.658,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,total renewable,subtotal_renewable,14669.593,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,total renewable,subtotal_renewable,18587.275,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,total renewable,subtotal_renewable,23130.531,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,total renewable,subtotal_renewable,25403.759,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,total renewable,subtotal_renewable,27952.989,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,total renewable,subtotal_renewable,31367.443,true
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2015,total,total,66214.881,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2016,total,total,67126.002,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2017,total,total,69533.777,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2018,total,total,70752.345,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2019,total,total,72035.964,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2020,total,total,69397.826,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2021,total,total,69912.246,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2022,total,total,73103.784,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2023,total,total,71589.764,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2024,total,total,76616.617,false
table-o-electricity-generation-by-fuel type-2024-25-and-2025.xlsx,NSW CY,NSW,calendar_year,2025,total,total,77042.007,true
